Document;Topic;Name;Top_n_words;Probability;Representative_document;model
 evaluierung der sozialen absicherung der gruppe  der selbstständigen im rahmen der zusammenführung der träger sva und svb zur svs hochqualitative abgestufte   flächendeckende und wohnortnahe  gesundheitsversorgung  aufwertung der bundeszielsteuerungskommission  evaluierung und stärkung der sektorübergreifenden  zusammenarbeit z  b  abstimmung im bereich der  heilmittel  telefonische erstberatung  aufwerten und  weiterentwickeln  telemedizinische behandlung bestmöglich umsetzen  weiterentwicklung der ecard als schlüssel für  papierlose prozesse unter berücksichtigung des  datenschutzes  eimpfpass erezept ebefund etransportschein emedikation  digitalisierung auch in medizinischer forschung  diagnose und behandlung vorantreiben  ausnahmslose nutzung von anonymisierten daten  zu wissenschaftlichen zwecken   wissenschaftliche evaluierung der implementierung  von international classification of primary care  ausbau der primärversorgung die den bedürfnissen  der versicherten entgegenkommt z  b  etablierung von allgemeinmedizinischen akutordinationen vor  oder in den spitälern zur vorgelagerten versorgung  ausbau von pve und facharztzentren  flexible  kooperationsmodelle  abschaffung der unechten ustbefreiung bei vermietung an ärztinnen und ärzte  stärkung der integrierten versorgung bei chronischen krankheiten ausbau von diseasemanagementprogrammen  wohnortnahe versorgung der bevölkerung durch  niedergelassene kassenärztinnen und kassenärzte  fachärztin bzw facharzt für allgemeinmedizin   attraktivierung der allgemeinmedizinerausbildung  klinischpraktisches jahr finanzieren   ziel integration der inhalte der basisausbildung um  das klinischpraktische jahr  erweiterung der vertragsarztmodelle aufbauend  auf dem heutigen vertragspartnerrecht soll dieses  weiterentwickelt und ausgebaut werden um die  versorgung vor allem im ländlichen raum sicherzustellen;5.0;5_pflege_familien_versorgung_ausbau;pflege - familien - versorgung - ausbau - kinder - menschen - betreuung - pflegende - maßnahmen - angehörige;1.0;1.0;(7.0, 0.25, 25, 6)
inklusion am arbeitsmarkt  beschäftigungsoffensive für menschen mit behinderung und verstärkte angebote im schnittstellenbereich zur schule  evaluierung der fördermittel und abbau der  zugangshürden bzw bürokratie  lohn statt taschengeld  gemeinsame erarbeitung der umsetzungsschritte mit den stakeholdernselbstbestimmtes leben in der  gemeinschaft  prüfung der schaffung eines inklusionsfonds   bedarfsgerechte finanzierung zur umsetzung der  unbehindertenrechtskonvention und des nap  forcierung der umsetzung des nap mit allen ministerien und unter einbeziehung der stakeholder  erarbeitung bundeseinheitlicher rahmenbedingungen zur persönlichen assistenz in allen lebensbereichen unabhängig von der art der behinderung  schaffung eines onestopshops  für hilfsmittel und heilbehelfe  für beratung begleitung und betreuung  für persönliche assistenz  schnittstelle amssmsländersozialversicherungfamilie  jugend familien sind die wichtigste gemeinschaft der menschen;6.0;6_bekennt_prüfung_verantwortung_nachhaltige;bekennt - prüfung - verantwortung - nachhaltige - gemeinsame - schaffung - menschen - gebietskörperschaften - investoren - arbeit;1.0;1.0;(7.0, 0.25, 25, 6)
kinderbetreuung ist für uns als bundesregierung eine klar  partnerschaftliche aufgabe und jedes kind soll die beste  betreuung erhalten um die alltäglichen organisatorischen  und finanziellen herausforderungen meistern zu können  bedarf es hierzu aber auch der richtigen rahmenbedingungen sowie genügend angebot an betreuung eltern  müssen in ihrer wichtigen aufgabe unterstützt werden;5.0;5_pflege_familien_versorgung_ausbau;pflege - familien - versorgung - ausbau - kinder - menschen - betreuung - pflegende - maßnahmen - angehörige;1.0;1.0;(7.0, 0.25, 25, 6)
 umgehende externe evaluation der vergabepraxis von spfbescheiden damit die zuteilung der  ressourcen dem tatsächlichen bedarf entspricht  weiterentwicklung der qualität pädagogischer  angebote für schülerinnen und schüler mit  behinderungen und barrierefreier bildungswege  sicherstellung organisatorischer personeller und  räumlicher voraussetzungen für diversitätsorientierten unterricht in der gesamten bildungskette  evaluierung und entsprechende weiterentwicklung der pädagoginnenbildung  öffnung der position der schulleitung an allgemeinen pflichtschulen für sonderpädagoginnen  und pädagogen  mehr ferienbetreuung und sommerunterricht für  jene die es brauchen um eltern zu entlasten  mehr förderstunden für schülerinnen und  schüler am nachmittag unter nutzung des  bestehenden systems der verpflichtenden  förderstunden   ausarbeitung eines konzepts als angebot für  die gemeinden zur verstärkten einbeziehung der  eltern in die sprachförderung aktive elternarbeit mama lernt deutsch  fachliche und pädagogische konzeption von  speziellen ferienangeboten sowie österreichweit  einheitliche angebotsumsetzung z  b  schwerpunktkurse praxiswochen unternehmenswo chen sprach sport und kulturangebote etc  mit sozial gestaffelten beiträgen in zusammenarbeit mit den ländern  schaffung eines schulpraktischen moduls für  lehramtsstudierende in den ferienmonaten mit  anrechnungsmöglichkeit auf das studium  flexibilisierungsmöglichkeit der arbeitszeit für  lehrerinnen und lehrer auf freiwilliger basis  sowie erarbeitung eines jahresarbeitszeitmodells für erzieherinnen und erzieher zur ermöglichung der ferienbetreuung schulorganisation verbessern  größtmögliche bündelung der bildungs  a genden  des bundes von der elementarpädagogik bis zur  hochschule sowie teilen der erwachsenenbildung  im bildungsministerium   evaluierung der bildungsdirektionen hinsichtlich  interner und externer kommunikation und verwaltung effizienz personalbedarf  schülerverwaltungsprogramme des bundes  weiterführen und weiterentwickeln um nutzerfreundlichkeit zu erhöhen und abfragen zu  vereinfachen  entwicklung einer integrierten edvlösung in  der verwaltung   reduktion der zahl von rundschreiben und  erlässen zugunsten eines konsolidierten webbasierten informationsmanagements  berufliche emailadressen für das gesamte  personal der bildungsdirektionen bereitstellen  und nutzen  transparente personalsteuerung  gemeinsam mit  den bundesländern umsetzung eines einheitlichen  systems zur sicherstellung des effektiven einsatzes  von pädagoginnen und pädagogen österreichweit  zügiger schuljahresbeginn etablierung eines rechtlich abgesicherten  verbindlichen und österreichweit einheitlichen  systems der an und abmeldungen von schülerinnen und schülern an den schulen sowie  vereinheitlichung der stichtage und schuleinschreibungstermine um einen zügigen schulstart zu gewährleisten  einführung eines bonussystems für schulen  die die nachprüfungen vollständig in der letzten  ferienwoche durchführen  etablierung eines gesamtheitlichen bildungsmonitorings durch zusammenführung relevanter datenquellen um wichtige bildungspolitische analysen  durchführen zu können unter wahrung sämtlicher  datenschutzrechtlicher standards  verstärkte zusammenarbeit mit statistik austria  und weiteren relevanten stakeholdern um synergien zu nutzen und rasche informations und  austauschprozesse sicherzustellen  entwicklung einer wertschätzenden konstruktiven  transparenten feedbackkultur gradfeedback zur qualitätssteigerung des unterrichts und  zur verbesserung der beziehungen sowie verpflichtende schulinterne evaluierung an jedem standort  die schulen baulich modernisieren  neuer schulentwicklungsplan unter berücksichtigung pädagogischer ziele klimagerechte ökologische standards  im schulbau bei sanierungen und neubauten in  abstimmung mit ländern und gemeinden wie dies  im pflichtschulbau umgesetzt werden kann  klare regeln für das zusammenspiel schule und  unternehmen einrichtung einer servicestelle die  bei fragen zum thema schulen und unternehmen  beratend zur seite steht z  b  bezüglich berufsinformation durch unternehmen prüfung der einrichtung von fonds für schulveranstaltungen bei den bildungsdirektionen damit soll  benachteiligten standorten geholfen werden die  kosten für schulveranstaltungen workshops ausflüge etc abzudecken  eventuell gespeist durch  regionale unternehmen;0.0;0_weiterentwicklung_schulen_hochschulen_pädagogen;weiterentwicklung - schulen - hochschulen - pädagogen - bereich - forschung - entwicklung - evaluierung - prüfung - pädagogischen;1.0;1.0;(7.0, 0.25, 25, 6)
 z b  brz co neutral betreiben betrieb durch     erneuerbare energie und intelligente  kühlsysteme  berücksichtigung von nachhaltigkeitskriterien  sowie eurechtlichen vorgaben zu datenschutz  durch technikgestaltung und datenschutzfreundliche voreinstellungen in vergabeverfahren insbesondere im bereich it hardware  software dienstleistungen  zugang zu rechtsinformation erheblich verbessern  indem das rechtsinformationssystem des bundes  ris zu einer intelligenten plattform ris weiterentwickelt wird die intelligente such aggregations und visualisierungsfunktionen bietet unter  beibehaltung der gebührenfreiheit einführung und weiterentwicklung eines nationalen  referenzrahmens der aufbauend auf dem eustandardmodell digcomp digitale fähigkeiten mess  und vergleichbar macht  die einrichtung einer kommission für ethische fragestellungen im bundeskanzleramt ist zu prüfen   unter berücksichtigung bestehender kompetenzen  z b  bioethikkommission robotikratkirat;4.0;4_digitale_digitalisierung_digitalen_verwaltung;digitale - digitalisierung - digitalen - verwaltung - berücksichtigung - bereich - unternehmen - prüfung - bürgerinnen - schaffung;1.0;1.0;(7.0, 0.25, 25, 6)
 die provenienzforschung sollte in zukunft im  bda angesiedelt sein;4.0;4_forschung_hochschulen_wissenschaft_wissenstransfer;forschung - hochschulen - wissenschaft - wissenstransfer - stärkung - entwicklung - ftistrategie - sollen - grundlagenforschung - weiterentwicklung;1.0;1.0;(7.0, 0.25, 30, 7)
 bürokratieabbau im vergabeverfahren unter  berücksichtigung des bestbieterprinzips  verfahrensbeschleunigung unter wahrung hoher  qualität  prüfung einer reform des verfahrensrechts im  avg allgemeines verwaltungsverfahrensgesetz  wurde seit  nicht mehr weiterentwickelt  digitalen bescheid ermöglichen kundmachungsvorschriften  fristen bei digitaler einbringung auf  uhr des  entsprechenden tages ausweiten flexibilisierung bei sachverständigen um bei  mangelnder verfügbarkeit zu lange wartefristen  künftig zu vermeiden  veröffentlichungspflicht in papierform in der wiener  zeitung abschaffen  lohnverrechnung vereinfachen   strukturelle vereinfachung der lohnverrechnung  bessere koordinierung der einzelnen player  finanzamt gebietskrankenkasse und gemeinden  harmonisierung der beitrags und bemessungsgrundlage so weit als möglich  reduktion der komplexität und dokumentationserleichterungen  prüfung der vereinfachung und reduktion von  ausnahme und sonderbestimmungen  verpflichtende anführung der dienstgeberabgaben am lohnzettel planungssicherheit und bürokratieabbau bei förderungen z  b  entscheidung über förderanträge  innerhalb definierter fristen objektive wirkungsziele abwicklungskooperationen von bund und  ländern  verhaltenswissenschaftliche erkenntnisse verstärkt nutzen um verwaltungsabläufe effizienter zu  gestalten und bürokratie zu reduzieren verhaltensökonomie  prüfung ob handelsübliche überbegriffe bei warenbezeichnungen z  b  obst gemüse bei den registrierkassen beibehalten werden können um vor allem  kleine und mittlere händlerinnen und händler zu  entlasten mögliche verlängerung der bestehenden  ausnahmen  normenwesen reformieren um hohe österreichische  standards beizubehalten z  b  konsumentenschutz  aber gleichzeitig unnötige mehrausgaben für unternehmen vermeiden  dienstleistungsscheck entbürokratisieren und  digitalisierenepus  kmus mehr als    d er heimischen unternehmen sind kleine  und mittlere unternehmen kmus die für den großteil der  arbeitsplätze in österreich verantwortlich sind  sie bilden  das rückgrat unserer wirtschaft und unseres wohlstands;2.0;2_digitale_digitalen_digitalisierung_verwaltung;digitale - digitalen - digitalisierung - verwaltung - berücksichtigung - unternehmen - bereich - schaffung - bürgerinnen - ermöglichen;1.0;1.0;(7.0, 0.25, 30, 7)
 die laufzeiten für die gewährung der marktprämien  werden generell auf  jahre ausgedehnt die errichtung von pvanlagen und das ziel  million  dächer mit photovoltaik auszustatten wird durch  folgende änderungen administrativ erleichtert   abbau von bürokratischen hürden bei bestehenden anlagen dazu gehört die ermöglichung der  erweiterung bestehender anlagen ohne dass  ein einspeisetarifverlust für die bisherige kapazität eintritt  vereinfachter netzzugang für anlagen bis  kw  ausweitung der leistungsbezogenen fördergrenzen  vereinfachung der rechtlichen rahmenbedingungen für pvanlagen  förderfähigkeit auch auf flächen außerhalb von  gebäuden mit besonderem fokus auf versiegelte flächen z  b  pranlagen parkplätze etc  und doppelnutzung  prüfung der tarifstruktur auf änderungsbedarf um  abzufedern dass unterschiedliche ausgangsbedingungen in bezug auf den nächsten verfügbaren  netzanschlusspunkt zu benachteiligungen bei den  kontrahierungen von erzeugungskapazitäten führen  erweiterung der möglichkeiten der gestaltung von  erneuerbaren energiegemeinschaften und bürgerenergiegemeinschaften für verstärkte dezentrale  energieversorgung und die stärkung von regionalen  versorgungskonzepten mit fokus auf gemeinnützigkeit und genossenschaftliche systeme lokale  mikronetze und speicherbetreiber etablierung  eines onestopshops zur beratung  ermöglichung einer unkomplizierten direktvermarktung bei eigenstromerzeugungen sofern das  öffentliche netz nicht benutzt wird  streichung der eigenstromsteuer auf alle erneuerbaren energieträger  forcierung der revitalisierung großer wasserkraftanlagenweiterentwicklung des   energieeffizienzgesetzes novellierung des energieeffizienzgesetzes auf basis der  folgenden grundsätze  einsparungen werden weiterhin mit einer kombination aus strategischen maßnahmen steuerrecht  ordnungsrecht förderungen und einer verpflichtung der energielieferanten einsparmaßnahmen zu  setzen erzielt;0.0;0_prüfung_maßnahmen_stärkung_umsetzung;prüfung - maßnahmen - stärkung - umsetzung - ziel - schaffung - einsatz - ausbau - evaluierung - rahmen;1.0;1.0;(7.0, 0.25, 30, 7)
aufgebrachte mittel fließen zur finanzierung von  energieeffizienzmaßnahmen in haushalte mit  besonderer berücksichtigung sozialer härtefälle   der ufi zu;0.0;0_prüfung_maßnahmen_stärkung_umsetzung;prüfung - maßnahmen - stärkung - umsetzung - ziel - schaffung - einsatz - ausbau - evaluierung - rahmen;1.0;1.0;(7.0, 0.25, 30, 7)
 schwerpunktsetzung im bereich digitalisierung  touristische unternehmen beim umstieg und  beim einsatz digitaler anwendungen unterstützen  verstärkt datenallianzen bilden zwischen einrichtungen im einfluss des bundes zur strategischen weiterentwicklung und gemeinsamen problemlösung im rahmen der aktuellen rechtlichen rahmenbedingungen  egovernmentservices ausbauen um bürokratische prozesse zu vereinfachen   rahmenbedingungen für einen engen sektorübergreifenden austausch schaffen  umsetzung einer digitalisierungsstrategie  flächendeckendes datennetz  nutzung der digitalisierung für entbürokratisierung   schulungen im direkt und plattformbetrieb  tourismusopendataleuchtturmprojekt der  öw  besondere berücksichtigung der regionalen schwerpunkte in der tourismusstrategie im sinne einer  zukunftsfitten tourismusstrategie die auch massentouristischen phänomenen entgegenwirken soll  stichwort overtourism  weiterentwicklung der österreich werbung  das öwnetz im ausland wird immer wichtiger  für das funktionieren des österreichischen  tourismussystems und um die marke urlaub  in österreich in die welt zu tragen um synergien zu nutzen sollen öw und awo zukünftig  ein weltweites netz für die österreichischen  destinationen und betriebe bilden;2.0;2_digitale_digitalen_digitalisierung_verwaltung;digitale - digitalen - digitalisierung - verwaltung - berücksichtigung - unternehmen - bereich - schaffung - bürgerinnen - ermöglichen;1.0;1.0;(7.0, 0.25, 30, 7)
 klares bekenntnis zum und einsatz für das österreichische unescoweltkulturerbe regionale schwerpunkte der   österreichischen außenpolitik  fortsetzung der außenpolitischen strategie österreichs mit schwerpunkt auf schlüsselregionen und  staaten sowie auf die großen herausforderungen  unserer zeit wie sicherheit klimawandel migration  und die weltwirtschaft   ausbau der strategischen partnerschaft mit den  vereinigten staaten von amerika  fortsetzung des österreichischrussischen  zivilgesellschaftlichen forums zur stärkung der  bilateralen beziehungen und des zivilgesellschaftlichen austauschs zwischen österreich  und russland sotschidialog   österreich trägt die sanktionen der eu gegen  russland im europäischen konsens mit bei  fortschritten bei der umsetzung der minsker  vereinbarungen sollte eine schrittweise aufhebung der sanktionen angedacht werden;0.0;0_prüfung_maßnahmen_stärkung_umsetzung;prüfung - maßnahmen - stärkung - umsetzung - ziel - schaffung - einsatz - ausbau - evaluierung - rahmen;1.0;1.0;(7.0, 0.25, 30, 7)
weiters ist es wichtig den gesundheits sowie pflegebereich stets gesamthaft zu betrachten ziel muss es  sein durch prävention und rehabilitation den anteil an  gesunden jahren zu erhöhen und somit pflegebedürftigkeit so lange wie möglich zu vermeiden grundprinzipien  die unterstützung von betreuungs und pflegebedürftigen menschen und ihrer an und zugehörigen  ist nicht nur aufgabe der familien selbst sondern  ein gesamtgesellschaftlicher auftrag;3.0;3_pflege_familien_versorgung_ausbau;pflege - familien - versorgung - ausbau - menschen - betreuung - maßnahmen - kinder - pflegende - angehörige;1.0;1.0;(7.0, 0.25, 30, 7)
weiters braucht es einen flächendeckenden ausbau von  qualitätsvoller kinderbetreuung in kindergärten zusätzlich sehen wir alternative betreuungsformen als sinnvolle  ergänzung für die wir einheitliche qualitätsstandards  und voraussetzungen festlegen wollen die förderung der  väterkarenz und des papamonats ist der bunderegierung  ein wichtiges anliegen;3.0;3_pflege_familien_versorgung_ausbau;pflege - familien - versorgung - ausbau - menschen - betreuung - maßnahmen - kinder - pflegende - angehörige;1.0;1.0;(7.0, 0.25, 30, 7)
familien in krisensituationen müssen die notwendige  hilfe erhalten und alleinerziehende und krisenpflegeeltern besser abgesichert werden ein lückenschluss  beim unterhaltsvorschuss soll sicherstellen dass eltern  nicht mit langwierigen verfahren belastet werden eine  zeitverwendungsstudie bezahlte vs unbezahlte arbeit  aufteilung familienarbeit familienkosten kinderkosten  wird durchgeführt kinder und jugendliche sollen zu eigenverantwortlichen  bürgerinnen und bürgern heranwachsen deshalb gilt  es aktive partizipation an gesellschaftlichen und demokratischen prozessen zu fördern und ihnen die dafür notwendigen instrumente in die hand zu geben wir wollen  aktive partizipation stärken das betriebsratswahlalter  auf  jahre senken sowie schüler lehrlings und jugendparlamente weiter aufwerten eigenverantwortung  ist jedoch auch im hinblick auf den umgang mit medien  und sozialen netzwerken von bedeutung die neben all  den sich bietenden chancen auch zunehmend zur gefahr  für kinder und jugendliche werden können hier gilt es  jugendliche zu sensibilisieren und den richtigen umgang  mit medien zu vermitteln;3.0;3_pflege_familien_versorgung_ausbau;pflege - familien - versorgung - ausbau - menschen - betreuung - maßnahmen - kinder - pflegende - angehörige;1.0;1.0;(7.0, 0.25, 30, 7)
 eigene schulungsmodule und begleitmaßnahmen angelehnt an die ausbildungspflicht sind  zu entwickeln;1.0;1_schulen_pädagogen_weiterentwicklung_elementarpädagogik;schulen - pädagogen - weiterentwicklung - elementarpädagogik - menschen - pädagogischen - bereich - lehre - weiterbildung - förderung;1.0;1.0;(7.0, 0.25, 30, 7)
 stärkung von freiwilligen hochqualitativen mentoringprogrammen an schulen und kindergärten  mit  dem ziel der stärkung von integration positiven  bildungswegen und gesellschaftlichem zusammenhalt  begabungen und kreativität fördern das erkennen  und fördern von speziellen begabungen werden  im rahmen der neuen lehrpläne als verbindliches  bildungsziel festgelegt und als bestandteil der  lehreraus und weiterbildung verankert;1.0;1_schulen_pädagogen_weiterentwicklung_elementarpädagogik;schulen - pädagogen - weiterentwicklung - elementarpädagogik - menschen - pädagogischen - bereich - lehre - weiterbildung - förderung;1.0;1.0;(7.0, 0.25, 30, 7)
 qualitative weiterentwicklung und attraktivierung der lehre mit reifeprüfung und die  erhöhung der zahl von absolventinnen und  absolventen  lehre nach matura verstärkt ermöglichen und  fördern z  b  duale akademie in oberösterreich  durchlässigkeit zwischen allgemeinbildung und  berufsausbildung sowie studienberechtigung  durch berufspraxis sicherstellen  prüfung einer modularisierung der berufsausbildung mit erweiterungsmöglichkeiten auch nach  der lehre  prüfung einer bildungsprämie für unternehmen  die in die effektive weiterbildung ihrer lehrlinge  sowie mitarbeiterinnen und mitarbeiter investieren  gezielte anwerbung von betrieben mit  zukunftstechnologien z  b  green jobs als  ausbildungspartner für das programm duale  akademie begleitende studien über ausbildungsverläufe  und ausbildungserfolge z  b  ursachen für lehrabbrüche negative abschlussprüfungsergebnisse und fortschrittskontrolle  berufsbildung aufwerten und berufsausbildungsgesetz modernisieren  überarbeitung der mehr als  bestehenden  lehrberufe mit hinblick auf digitale inhalte  mint sowie regionale und ökologische schwerpunkte  verpflichtende evaluierung und modernisierung  aller lehrberufe alle fünf jahre   lenkungsmaßnahmen erarbeiten um mehr  frauen in technische lehrberufe zu bringen  möglichkeit zur flexilehre für wiedereinsteigerinnen und wiedereinsteiger sowie betreuende angehörige prüfen  gesetzliche grundlage für höhere berufsbildung  schaffen die berufsbildung soll parallel zur höheren  allgemeinbildung ausgebaut werden bzw lehrlingsausbildung bei tertiären studien besser angerechnet  werden können;1.0;1_schulen_pädagogen_weiterentwicklung_elementarpädagogik;schulen - pädagogen - weiterentwicklung - elementarpädagogik - menschen - pädagogischen - bereich - lehre - weiterbildung - förderung;1.0;1.0;(7.0, 0.25, 30, 7)
studienbedingungen und studienwahl  novellierung des studienrechts zur novellierung  des studienrechts wird eine arbeitsgruppe aus  uniko öh und bmbwf zur gemeinsamen positionsentwicklung eingerichtet bestehende vorarbeiten  von uniko und öh sollen berücksichtigt werden ziel  dieser novellierung ist die weiterentwicklung eines  lebensnahen und leistungsbezogenen studienrechts das verbindlichkeit fordert und studierbarkeit fördert  zur senkung der dropouts und verkürzung  der studiendauer neuerungen sind jedenfalls bei  folgenden punkten notwendig  richtlinienkompetenz des rektorats bei überprüfung und neuerstellung von studienplänen  prüfung von maßnahmen zur steigerung der  verbindlichkeit im studium z  b  verpflichtendes  wahrnehmen von prüfungen  prüfung der regelungsdichte im studienrecht   prüfung eines modells für teilzeitstudierende  z b  gekoppelt an berufstätigkeit betreuungspflichten etc  grundlegende validierung der ectspunkte mit  angebotenen lehrveranstaltungsstunden unter  wahrung der grundsätzlichen bolognaidee z  b ;4.0;4_forschung_hochschulen_wissenschaft_wissenstransfer;forschung - hochschulen - wissenschaft - wissenstransfer - stärkung - entwicklung - ftistrategie - sollen - grundlagenforschung - weiterentwicklung;1.0;1.0;(7.0, 0.25, 30, 7)
 die umsetzung erfolgt in enger abstimmung mit  dem zuständigen ressort der statistik austria  sowie vertreterinnen und vertretern der wissenschaft z  b  plattform registerforschung;4.0;4_forschung_hochschulen_wissenschaft_wissenstransfer;forschung - hochschulen - wissenschaft - wissenstransfer - stärkung - entwicklung - ftistrategie - sollen - grundlagenforschung - weiterentwicklung;1.0;1.0;(7.0, 0.25, 30, 7)
eine staatliche verwaltung für das   jahrhundert mit den bürgerinnen  und bürgern im mittelpunkt  ausbau digitale verwaltung alle bürgerinnen und  bürger sowie unternehmen sollen nach möglichkeit  amtsgeschäfte digital abwickeln können unabhängig vom digitalen angebot muss ein behördenweg  auch weiterhin analog möglich sein;2.0;2_digitale_digitalen_digitalisierung_verwaltung;digitale - digitalen - digitalisierung - verwaltung - berücksichtigung - unternehmen - bereich - schaffung - bürgerinnen - ermöglichen;1.0;1.0;(7.0, 0.25, 30, 7)
